Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2023-24,2024-25,2025-26,2026-27,2027-28,Source document,Source table,URL
Health and Aged Care,Department of Health and Aged Care,"Outcome 1: Better equip Australia to meet current and future health needs of all Australians through the delivery of evidence-based health policies; improved access to comprehensive and coordinated health care; ensuring sustainable funding for health services, research and technologies; and protecting the health and safety of the Australian community","Program 1.8: Health Protection, Emergency Response and Regulation (a)",Administered Expenses,Non cash expenses,,273584,338791,16529,16529,16529,2024-25 PS Statement - Health.xlsx,O1 - Table 2.1.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 1: Better equip Australia to meet current and future health needs of all Australians through the delivery of evidence-based health policies; improved access to comprehensive and coordinated health care; ensuring sustainable funding for health services, research and technologies; and protecting the health and safety of the Australian community",Program 1.9: Immunisation (a),Administered Expenses,Ordinary annual services,,30030,31007,30072,29962,30697,2024-25 PS Statement - Health.xlsx,O1 - Table 2.1.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 1: Better equip Australia to meet current and future health needs of all Australians through the delivery of evidence-based health policies; improved access to comprehensive and coordinated health care; ensuring sustainable funding for health services, research and technologies; and protecting the health and safety of the Australian community",Program 1.9: Immunisation (a),Administered Expenses,Australian Immunisation Register Special Account,,-7133,-7133,-7133,-7133,-7133,2024-25 PS Statement - Health.xlsx,O1 - Table 2.1.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 1: Better equip Australia to meet current and future health needs of all Australians through the delivery of evidence-based health policies; improved access to comprehensive and coordinated health care; ensuring sustainable funding for health services, research and technologies; and protecting the health and safety of the Australian community",Program 1.9: Immunisation (a),Administered Expenses,Australian Immunisation Register Special Account - s78 PGPA Act,,9819,9819,9819,9819,9819,2024-25 PS Statement - Health.xlsx,O1 - Table 2.1.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 1: Better equip Australia to meet current and future health needs of all Australians through the delivery of evidence-based health policies; improved access to comprehensive and coordinated health care; ensuring sustainable funding for health services, research and technologies; and protecting the health and safety of the Australian community",Program 1.9: Immunisation (a),Administered Expenses,Special accounts - Expense adjustment,,0,0,0,0,0,2024-25 PS Statement - Health.xlsx,O1 - Table 2.1.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 1: Better equip Australia to meet current and future health needs of all Australians through the delivery of evidence-based health policies; improved access to comprehensive and coordinated health care; ensuring sustainable funding for health services, research and technologies; and protecting the health and safety of the Australian community",Program 1.9: Immunisation (a),Administered Expenses,National Health Act 1953 - essential vaccines,,733797,627446,578280,573437,520041,2024-25 PS Statement - Health.xlsx,O1 - Table 2.1.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.1: Medical Benefits,Administered Expenses,Ordinary annual services,,134532,110278,108798,107285,107331,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.1: Medical Benefits,Administered Expenses,Medicare Guarantee Fund - medical benefits,,29557569,31840321,33801277,35366621,37211682,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.1: Medical Benefits,Administered Expenses,Special account - accrual adjustment,,70784,32521,4766,23179,25373,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.2: Hearing Services,Administered Expenses,Ordinary annual services,,616984,652815,687473,698955,745157,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.3: Pharmaceutical Benefits,Administered Expenses,Ordinary annual services,,1008333,958739,1064099,1040228,1010183,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.3: Pharmaceutical Benefits,Administered Expenses,Medicare Guarantee Fund - pharmaceutical benefits,,17982588,18570288,18696984,18511283,18703711,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.3: Pharmaceutical Benefits,Administered Expenses,Special account - accrual adjustment,,18456,13756,-1221,-6744,3291,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
Health and Aged Care,Department of Health and Aged Care,"Outcome 2: Ensuring improved access for all Australians to cost-effective and affordable medicines, medical, dental and hearing services; improved choice in healthcare services, through guaranteeing Medicare and the Pharmaceutical Benefits Scheme; supporting targeted assistance strategies and private health insurance",Program 2.4: Private Health Insurance,Administered Expenses,Ordinary annual services,,14759,8357,7135,6975,7027,2024-25 PS Statement - Health.xlsx,O2 - Table 2.2.1,
